Angulo (graus);Seno;Cosseno;Tangente
178.62348755232836;0.0240223633597149;-0.9997114213905;-0.024029297701032726
348.77485070297433;-0.1946649110258308;0.9808698040083125;-0.19846151877683973
157.08395370532094;0.3893819226829497;-0.9210763911249323;-0.42274661085101567
82.05364488927651;0.9903979396613766;0.13824587196187893;7.164032644204213
236.1239978392237;-0.8302458189756979;-0.5573974166367949;1.4895042463332648
87.77712633424773;0.9992475115700886;0.0387867325381448;25.762611237937588
105.78667754668382;0.9622812783039207;-0.27205650410488674;-3.5370640428906253
128.472692261325;0.7829047646242645;-0.62214156711204;-1.2584029198667461
353.83901502690486;-0.10732237288906737;0.9942242746369956;-0.1079458384057784
296.23623637021063;-0.8969789625338953;0.4420732301006438;-2.029028001378157
99.54536893331044;0.9861546015025671;-0.16582853172875042;-5.946833100564643
336.7372323107563;-0.3949485883750873;0.9187032233210711;-0.4298979021183422
237.1266645546807;-0.8398725584481664;-0.5427836452636827;1.5473431555590786
80.8083940552715;0.9871596776971235;0.15973656666183575;6.179922971469348
353.9437609359991;-0.10550459252074446;0.994418815669249;-0.10609673797225903
315.6623941386627;-0.6988848770954623;0.7152341774323012;-0.9771413323737784
258.7161776909966;-0.9806699456291031;-0.19566925599033633;5.011875476633572
223.08379684594055;-0.6830672576466915;-0.730355476142288;0.9352531472135032
301.3104307272378;-0.85436423724235;0.5196746579556265;-1.644036752924176
118.74860085468086;0.8767385010439498;-0.4809673593781682;-1.8228648658766888
246.8335944317706;-0.9193661625655313;-0.3934029221161546;2.3369581436257936
246.13176535160855;-0.9144784292518904;-0.4046346530303544;2.260010165721741
172.6437740530429;0.12803792095306266;-0.9917692729652483;-0.12910051202760858
14.781144406313578;0.2551275700804617;0.9669074014531273;0.26385936202064486
69.81369012301326;0.9385755007338442;0.34507394775933703;2.7199257052822476
318.83825259040725;-0.6581869758436749;0.7528545044228385;-0.8742552139583216
328.27805984603077;-0.5257974118711876;0.850609829281064;-0.6181417070098895
162.32197856729326;0.30366759917978264;-0.9527780377445667;-0.31871809293445724
109.07139449449372;0.9451121612731616;-0.3267460827822937;-2.892497297061328
200.96666765060297;-0.3578247698887207;-0.9337887523707298;0.3831967015883034
43.494941926345206;0.688290536933714;0.7254351361545013;0.9487968015752737
118.56816329187309;0.8782488275805378;-0.47820392810328405;-1.8365571170943011
66.57203614517637;0.9175606838543516;0.3975957638666874;2.30777278643745
28.764518036138135;0.4812109051044691;0.8766048510067336;0.5489484852289195
239.9631360966011;-0.8657035263123922;-0.5005570941763678;1.7294800860566117
60.41774382697206;0.8696478557763784;0.4936725705804885;1.761588363626921
176.85182389710198;0.054918394971537804;-0.9984908461742402;-0.05500140054559333
217.4523295593468;-0.6081011435276422;-0.7938595588895896;0.7660059474225179
276.53822684629046;-0.9934961071350501;0.11386608409663124;-8.725127548005693
26.164461305281517;0.4409492279290744;0.897532048669435;0.49129078853815716
19.807295545707092;0.3388577210641144;0.9408376293894898;0.36016599515051223
2.277146869206086;0.039733248299556406;0.9992103226946596;0.03976464954085363
257.74619294047676;-0.9772170060064979;-0.2122426045159087;4.604245260914381
340.6362088214332;-0.3315649836303397;0.9434323831786847;-0.35144541309172106
170.65239196522288;0.16242376037064643;-0.9867210963930277;-0.16460959531967917
261.9653770208236;-0.9901837877283671;-0.13977147963695633;7.084304969084388
250.15109348628886;-0.9405912864183683;-0.3395409134608657;2.770185415451495
260.1559804495988;-0.9852768380806516;-0.17096652403846044;5.7629810491965365
359.9448160377113;-0.0009631416873256666;0.9999995361789376;-0.0009631421340512746
204.58684769224712;-0.41607206516872014;-0.9093316427938909;0.4575581070624054
174.68857682635667;0.09256910522508609;-0.9957062622871401;-0.09296828666363371
228.3286726852166;-0.7469709918441207;-0.6648566291640706;1.123506872125639
344.4767292835664;-0.26762973313294636;0.963521834699758;-0.2777619805744643
212.72923663754383;-0.5406696525333374;-0.8412350009536457;0.6427094116631148
162.28947185284107;0.30420810813161275;-0.952605598842976;-0.3193431872551457
80.29805557938576;0.9856977505743767;0.16852283083491623;5.849045768403684
180.17079316425162;-0.002980898641482541;-0.999995557111775;0.0029809118853408563
271.53219626737337;-0.999642457511883;0.02673868245825361;-37.38562881969215
263.4990542053023;-0.9935699868695602;-0.11321961487313932;8.775599422262996
254.1276025369585;-0.9618731792047832;-0.2734958630884258;3.5169569599441934
146.30666760743114;0.5547476077733324;-0.8320186846878891;-0.666748978097087
180.21398913841793;-0.00373480634617972;-0.9999930255864571;0.0037348323944453527
244.88259130170076;-0.905439868840439;-0.424474550372821;2.1330839930101355
260.1297122221318;-0.9851983520154375;-0.17141822302796778;5.747337328626357
17.855882984123244;0.3066238112647817;0.9518307824216757;0.32214109579925587
252.57426355301632;-0.9541059073944458;-0.29946939321910887;3.1859880475209947
129.24378114617656;0.7744613130247024;-0.6326212726648179;-1.2242100392267963
325.88957508557303;-0.560789650099191;0.827958313166567;-0.6773162865584665
24.5166095109885;0.41495701449567524;0.9098410169479259;0.4560763988060839
356.2813536638385;-0.06485706644822621;0.997894564035565;-0.06499390695740348
334.7041401948842;-0.4272925332371881;0.9041134281934687;-0.4726094314194313
280.8944797406666;-0.9819769268609012;0.1890008336299614;-5.195622199124698
